Order ID,Order Date,Customer ID,Product ID,Quantity
CXI-04933-855,2021-03-10,49530-25460-RW,E-L-2.5,6.0
CYH-53243-218,2019-08-16,66508-21373-OQ,R-M-0.5,3.0
CYM-74988-450,2020-08-11,20203-03950-FY,L-D-0.2,4.0
CYV-13426-645,2022-04-05,83895-90735-XH,E-D-1,1.0
CYZ-37122-164,2019-10-22,61954-61462-RJ,E-M-0.5,2.0
CZD-56716-840,2021-10-02,47939-53158-LS,L-D-2.5,4.0
CZF-40873-691,2021-10-02,47939-53158-LS,E-M-0.5,2.0
CZG-01299-952,2021-10-02,47939-53158-LS,L-D-1,2.0
CZG-86544-655,2021-03-13,61513-27752-FA,A-L-0.5,2.0
CZY-70361-485,2022-06-12,89714-19856-WX,E-L-2.5,6.0
DAH-46595-917,2019-04-27,87979-56781-YV,A-D-1,6.0
DBC-44122-300,2019-05-23,74126-88836-KA,L-M-0.2,3.0
DBU-81099-586,2020-07-14,37397-05992-VO,A-D-2.5,4.0
DCE-22886-861,2021-11-10,54904-18397-UD,E-D-0.2,1.0
DCI-96254-548,2021-08-31,19017-95853-EK,A-D-0.2,6.0
DDO-71442-967,2019-07-06,88593-59934-VU,L-D-0.2,5.0
DEC-11160-362,2022-03-04,47493-68564-YM,R-D-0.2,4.0
DFK-35846-692,2020-12-31,82246-82543-DW,R-D-0.2,5.0
DFS-49954-707,2020-07-31,03384-62101-IY,E-D-0.2,5.0
DFZ-45083-941,2021-05-24,86881-41559-OR,R-L-2.5,1.0
DGC-21813-731,2022-07-16,02536-18494-AQ,L-D-0.2,2.0
DGL-29648-995,2021-02-05,58638-01029-CB,L-M-0.2,2.0
DGY-35773-612,2021-07-29,90312-11148-LA,E-L-1,3.0
DGZ-82537-477,2022-03-17,68239-74809-TF,R-D-1,5.0
DHJ-87461-571,2021-02-11,91074-60023-IP,A-M-1,2.0
DHT-93810-053,2019-02-13,07972-83748-JI,E-L-1,5.0
DJG-14442-608,2022-05-13,08694-57330-XR,R-D-1,3.0
DJH-05202-380,2020-05-19,68412-11126-YJ,E-M-2.5,2.0
DKB-78053-329,2022-04-27,69037-66822-DW,R-M-0.2,2.0
DKM-97676-850,2020-09-09,01297-94364-XH,E-D-0.5,5.0
DLV-65840-759,2021-03-10,39919-06540-ZI,L-M-1,2.0
DLX-01059-899,2019-04-07,60512-78550-WS,R-L-1,5.0
DMY-96037-963,2020-07-12,40172-12000-AU,L-D-0.2,3.0
DNZ-11665-950,2020-07-12,40172-12000-AU,L-L-2.5,2.0
DOH-92927-530,2021-12-21,39019-13649-CL,L-L-0.2,6.0
DSL-69915-544,2020-10-04,12715-05198-QU,R-L-0.2,3.0
DSN-15872-519,2020-08-08,04513-76520-QO,L-L-2.5,4.0
DTB-71371-705,2020-10-11,88446-59251-SQ,L-D-1,1.0
DUV-12075-132,2021-11-10,23779-10274-KN,E-D-0.2,5.0
DUV-12075-132,2021-06-20,57235-92842-DK,L-D-0.5,2.0
DWB-61381-370,2021-10-04,75977-30364-AY,L-L-0.2,2.0
DWW-28642-549,2019-06-24,12299-30914-NG,E-D-0.2,2.0
DWY-56352-412,2019-10-26,59971-35626-YJ,R-D-0.2,1.0
DWZ-69106-473,2021-06-27,15380-76513-PS,L-L-2.5,4.0
DXA-50313-073,2019-09-06,73564-98204-EY,E-L-1,2.0
DXQ-44537-297,2021-04-30,72282-40594-RX,E-L-0.5,4.0
DXY-76225-633,2020-01-07,17514-94165-RJ,A-M-0.5,1.0
DYG-25473-881,2021-01-11,56248-75861-JX,A-D-0.2,2.0
DYP-74337-787,2021-11-15,97855-54761-IS,R-M-0.5,1.0
DZI-35365-596,2019-06-03,96544-91644-IT,E-M-0.2,2.0
EAI-25194-209,2020-12-17,51971-70393-QM,A-L-2.5,5.0
EAY-89850-211,2021-02-07,06812-11924-IK,A-D-0.2,2.0
EBA-82404-343,2021-03-15,59741-90220-OW,L-D-0.2,4.0
EEG-74197-843,2022-08-04,62682-27930-PD,E-L-1,4.0
EEJ-16185-108,2019-01-19,00256-19905-YG,L-L-0.2,5.0
EFB-72860-209,2022-03-23,38890-22576-UI,A-M-0.2,4.0
EFC-39577-424,2021-10-07,94573-61802-PH,E-M-1,5.0
EGK-03027-418,2019-03-20,86447-02699-UT,E-M-0.2,3.0
EHE-94714-312,2021-12-15,51432-27169-KN,E-L-0.2,5.0
EHJ-05910-257,2022-06-08,43074-00987-PB,R-D-1,6.0
EHJ-82097-549,2019-12-14,04739-85772-QT,R-D-0.2,2.0
EHX-66333-637,2021-04-10,28279-78469-YW,L-M-0.5,2.0
EIL-44855-309,2020-03-10,91829-99544-DS,R-D-0.5,5.0
EIP-19142-462,2020-10-16,38978-59582-JP,A-L-0.2,1.0
EIP-19142-462,2019-10-08,86504-96610-BH,E-L-1,6.0
EJA-79176-833,2019-12-31,75986-98864-EZ,R-M-2.5,6.0
ELB-07929-407,2020-03-20,66776-88682-RG,A-M-2.5,2.0
ELJ-87741-745,2020-03-20,66776-88682-RG,E-L-1,4.0
EMA-63190-618,2021-03-29,85851-78384-DM,E-M-0.2,1.0
ENN-79947-323,2021-11-12,55232-81621-BX,L-M-0.5,2.0
ENQ-42923-176,2021-07-20,80310-92912-JA,A-L-0.5,3.0
EOI-02511-919,2019-01-18,19821-05175-WZ,A-D-0.5,5.0
EOI-02511-919,2019-08-07,01338-83217-GV,E-L-0.2,5.0
EOL-92666-762,2022-03-13,66044-25298-TA,L-L-0.2,2.0
EPT-12715-397,2022-05-17,28728-47861-TZ,A-D-0.2,6.0
EQE-31648-909,2019-12-14,32638-38620-AX,E-D-0.5,5.0
EQH-53569-934,2020-01-15,83163-65741-IH,E-M-1,4.0
EQI-82205-066,2019-04-12,89422-58281-FD,R-M-2.5,2.0
ERC-54560-934,2020-03-29,76293-30918-DQ,R-D-2.5,6.0
ESR-54041-053,2022-03-24,86779-84838-EJ,A-L-0.5,6.0
ESR-66651-814,2021-07-21,66806-41795-MX,A-D-0.2,4.0
ETD-58130-674,2019-08-06,64875-71224-UI,E-M-0.5,2.0
EUH-08089-954,2021-05-23,16982-35708-BZ,A-D-0.2,2.0
EUO-69145-988,2021-05-23,16982-35708-BZ,E-D-0.2,3.0
EVP-43500-491,2021-05-23,16982-35708-BZ,A-M-0.5,4.0
EXP-21628-670,2021-05-23,16982-35708-BZ,A-M-2.5,3.0
EYE-70374-835,2021-05-23,16982-35708-BZ,R-L-0.2,5.0
EYH-88288-452,2021-04-08,66708-26678-QK,L-L-2.5,5.0
EZB-68383-559,2021-10-17,08743-09057-OO,R-L-1,6.0
EZL-27919-704,2022-02-16,37490-01572-JW,L-L-0.5,5.0
EZT-46571-659,2020-07-15,01811-60350-CU,R-M-0.5,3.0
FAA-43335-268,2020-02-22,24766-58139-GT,A-L-1,1.0
FBD-56220-430,2021-01-15,90123-70970-NY,R-L-0.2,6.0
FBI-35855-418,2021-01-11,93809-05424-MG,R-M-0.5,6.0
FBZ-64200-586,2022-04-08,85425-33494-HQ,E-M-2.5,2.0
FDO-25756-141,2020-10-01,54387-64897-XC,A-L-2.5,3.0
FDY-03414-903,2019-10-28,01035-70465-UO,A-D-0.5,3.0
FEK-14025-351,2021-03-28,84260-39432-ML,E-L-0.2,6.0
FEO-11834-332,2020-03-31,69779-40609-RS,A-D-0.2,4.0
FEP-36895-658,2022-03-26,80247-70000-HT,R-L-0.2,6.0
FHD-89872-325,2019-11-06,35058-04550-VC,L-L-1,4.0
FHD-94983-982,2019-12-30,27226-53717-SY,R-M-0.5,3.0
FJQ-60035-234,2021-10-01,02002-98725-CH,A-L-0.2,2.0
FLI-11493-954,2020-12-09,38487-01549-MV,A-L-0.5,4.0
FLM-82229-989,2021-05-01,98573-41811-EQ,L-L-0.2,2.0
FLR-82914-153,2022-08-04,72463-75685-MV,A-M-2.5,6.0
FMT-94584-786,2022-08-04,72463-75685-MV,A-L-1,2.0
FND-99527-640,2021-11-13,10225-91535-AI,E-L-0.5,2.0
FOJ-02234-063,2020-09-16,48090-06534-HI,E-D-2.5,1.0
FQK-28730-361,2020-10-05,80444-58185-FX,R-M-1,6.0
FRD-17347-990,2020-01-06,13561-92774-WP,A-D-1,4.0
FSA-98650-921,2021-05-21,11550-78378-GE,L-L-0.5,2.0
FTC-35822-530,2020-02-26,90961-35603-RP,E-D-0.5,4.0
FTV-77095-168,2020-02-19,57145-03803-ZL,L-L-0.5,6.0
FUO-99821-974,2021-06-29,89115-11966-VF,E-M-1,3.0
FUX-85791-078,2021-03-27,05754-41702-FG,A-M-0.2,2.0
FVH-29271-315,2021-10-27,84269-49816-ML,A-D-0.5,3.0
FVV-75700-005,2019-06-12,23600-98432-ME,E-D-0.5,3.0
FWD-85967-769,2020-06-28,79058-02767-CP,E-D-0.2,3.0
FWE-98471-488,2021-03-23,89208-74646-UK,L-L-1,5.0
FWU-44971-444,2022-02-10,11408-81032-UR,A-D-2.5,3.0
FYQ-78248-319,2019-04-16,32070-55528-UG,R-M-2.5,5.0
FZQ-29439-457,2020-02-12,48873-84433-PN,E-L-0.2,5.0
GAZ-58626-277,2022-01-02,32928-18158-OW,L-L-0.2,2.0
GCD-75444-320,2020-12-07,89711-56688-GG,L-M-2.5,1.0
GEJ-39834-935,2020-02-20,48389-71976-JB,L-M-0.2,6.0
GFI-83300-059,2020-06-11,84033-80762-EQ,A-M-0.2,6.0
GFK-52063-244,2020-09-08,12743-00952-KO,L-L-0.5,6.0
GGD-38107-641,2020-03-28,41505-42181-EF,L-M-1,4.0
GHR-72274-715,2020-10-10,14307-87663-KB,L-D-1,1.0
GJC-66474-557,2022-05-21,08360-19442-GB,A-D-1,1.0
GKQ-82603-910,2020-04-30,93405-51204-UW,R-L-1,5.0
GMF-18638-786,2021-12-12,97152-03355-IW,L-D-0.5,6.0
GMM-72397-378,2020-10-27,79216-73157-TE,R-L-0.2,4.0
GND-08192-056,2020-07-07,20259-47723-AC,L-D-0.5,2.0
GNL-98714-885,2020-01-31,04666-71569-RI,R-M-1,3.0
GNO-91911-159,2020-02-18,08909-77713-CG,L-D-0.5,3.0
GNZ-46006-527,2021-06-13,84340-73931-VV,L-D-0.2,3.0
GOI-41472-677,2022-08-06,04609-95151-XH,E-D-2.5,4.0
GOW-03198-575,2021-11-23,99562-88650-YF,A-D-0.5,4.0
GPH-40635-105,2021-10-13,46560-73885-PJ,A-M-1,1.0
GPR-19973-483,2021-08-31,80179-44620-WN,R-D-0.5,5.0
GPT-67705-953,2020-01-16,04666-71569-RI,A-M-0.2,5.0
GPU-65651-504,2022-04-25,59081-87231-VP,E-M-2.5,2.0
GPU-79113-136,2021-11-13,07878-45872-CC,R-D-0.2,3.0
GPW-43956-761,2021-06-08,12444-05174-OO,E-L-0.5,6.0
GPZ-36017-366,2020-11-21,34665-62561-AU,A-D-2.5,5.0
GQA-37241-629,2019-03-14,77877-11993-QH,A-M-0.2,2.0
GQR-12490-152,2019-08-16,32291-18308-YZ,R-L-0.2,1.0
GRB-68838-629,2019-04-22,25754-33191-ZI,R-L-2.5,4.0
GRH-45571-667,2022-05-02,53120-45532-KL,E-M-1,3.0
GSJ-01065-125,2020-02-11,36605-83052-WB,E-D-0.2,4.0
GTS-22482-014,2021-03-28,53683-35977-KI,L-M-2.5,4.0
GTT-73214-334,2021-05-08,07972-83134-NM,A-L-1,6.0
GUG-45603-775,2019-11-21,01035-70465-UO,L-L-0.2,5.0
GUU-40666-525,2021-05-17,25514-23938-IQ,A-L-0.2,3.0
GVG-59542-307,2019-07-09,49084-44492-OJ,E-M-1,2.0
GYA-80327-368,2020-05-20,76624-72205-CK,A-D-1,4.0
GZS-50547-887,2021-08-27,12729-50170-JE,E-D-1,2.0
HBH-64794-080,2022-04-30,43974-44760-QI,R-D-0.2,3.0
HBY-35655-049,2020-06-03,30585-48726-BK,E-D-2.5,3.0
HCA-87224-420,2022-06-13,16123-07017-TY,E-M-0.5,5.0
HCT-95608-959,2020-06-10,27723-45097-MH,R-M-2.5,5.0
HDQ-86094-507,2020-12-18,37078-56703-AF,E-D-1,6.0
HEL-86709-449,2019-08-31,79420-11075-MY,E-D-2.5,1.0
HFT-77191-168,2019-02-25,57504-13456-UO,R-D-0.2,2.0
HGE-19842-613,2021-02-07,53751-57560-CN,R-L-0.5,4.0
HGJ-82768-173,2021-01-14,96112-42558-EA,A-M-1,4.0
HHF-36647-854,2019-02-24,03157-23165-UB,A-D-2.5,6.0
HHO-79903-185,2019-06-23,51466-52850-AG,A-L-2.5,1.0
HKN-31467-517,2020-05-09,57145-31023-FK,L-M-1,6.0
HMB-30634-745,2020-07-18,66408-53777-VE,A-D-2.5,6.0
HNI-91338-546,2019-10-17,53035-99701-WG,A-D-0.5,5.0
HPD-65272-772,2022-05-16,45899-92796-EI,L-M-2.5,1.0
HPI-42308-142,2021-03-24,17649-28133-PY,E-M-0.5,2.0
HRM-94548-288,2019-11-03,49612-33852-CN,A-L-2.5,6.0
HSF-66926-425,2021-10-28,66976-43829-YG,L-D-2.5,5.0
HST-96923-073,2020-12-16,64852-04619-XZ,R-D-2.5,6.0
HTH-52867-812,2021-11-29,58690-31815-VY,A-M-2.5,4.0
HTR-21838-286,2021-03-20,62863-81239-DT,A-L-1,2.0
HTS-15020-632,2022-04-08,21177-40725-CF,R-M-0.2,3.0
HTY-30660-254,2020-08-14,99421-80253-UI,R-M-1,3.0
HUB-47311-849,2019-05-12,45315-50206-DK,L-M-0.5,3.0
HUG-52766-375,2021-03-03,09595-95726-OV,A-D-2.5,4.0
HVQ-64398-930,2020-02-11,60221-67036-TD,A-M-0.5,6.0
HVU-21634-076,2019-04-27,62923-29397-KX,R-L-2.5,4.0
HVW-25584-144,2022-03-26,33011-52383-BA,L-L-0.2,5.0
HXA-72415-025,2020-09-28,86768-91598-FA,A-D-2.5,2.0
HXL-22497-359,2019-10-24,37191-12203-MX,A-L-1,3.0
HYF-10254-369,2021-08-04,16545-76328-JY,L-L-0.5,1.0
HYR-03455-684,2019-12-29,74330-29286-RO,E-D-1,6.0
HYR-03455-684,2019-11-27,22349-47389-GY,L-D-0.2,2.0
IBW-87442-480,2020-02-29,70290-38099-GB,A-L-2.5,1.0
ICC-73030-502,2021-01-31,18741-72071-PP,A-L-1,3.0
ICF-17486-106,2022-06-17,62588-82624-II,L-L-2.5,1.0
IDJ-55379-750,2020-02-03,37430-29579-HD,R-M-1,4.0
IDQ-20193-502,2022-01-25,84132-22322-QT,L-M-0.2,2.0
IDU-25793-399,2020-04-30,74330-29286-RO,A-M-0.2,5.0
IDU-25793-399,2021-05-01,37445-17791-NQ,E-D-0.2,4.0
IGK-51227-573,2021-10-28,58511-10548-ZU,L-D-0.5,2.0
IGM-84664-265,2021-08-29,47725-34771-FJ,R-L-0.5,3.0
IGW-04801-466,2019-12-27,53086-67334-KT,L-D-0.2,1.0
IHN-19982-362,2019-06-25,83308-82257-UN,R-L-1,3.0
IHS-71573-008,2019-03-02,37274-08534-FM,E-D-0.2,6.0
IIZ-24416-212,2022-01-02,54004-04664-AA,R-D-0.5,6.0
IJK-34441-720,2019-07-30,26822-19510-SD,A-M-0.5,6.0
IKK-62234-199,2019-07-30,26822-19510-SD,L-L-0.5,6.0
IKL-95976-565,2020-12-05,06432-73165-ML,A-M-1,2.0
IKQ-39946-768,2020-12-17,96503-31833-CW,R-M-1,6.0
ILQ-11027-588,2021-06-26,63985-64148-MG,E-D-1,6.0
IMP-12563-728,2019-07-20,19597-91185-CM,E-L-0.5,6.0
IOB-32673-745,2022-07-14,79814-23626-JR,A-L-0.5,3.0
IOM-51636-823,2020-08-14,43439-94003-DW,A-D-1,3.0
IOQ-84840-827,2019-04-24,97655-45555-LI,A-M-1,6.0
IPA-94170-889,2019-06-04,64418-01720-VW,R-L-0.2,3.0
IPP-31994-879,2022-08-08,96836-09258-RI,E-D-0.5,3.0
IRJ-67095-738,2019-11-13,37274-08534-FM,E-M-2.5,2.0
IRV-20769-219,2020-06-07,69529-07533-CV,E-M-0.2,3.0
IRX-59256-644,2019-08-12,94840-49457-UD,A-D-0.2,3.0
ISJ-48676-420,2019-09-04,81414-81273-DK,L-L-0.5,6.0
ISK-42066-094,2019-10-04,76930-61689-CH,E-D-1,3.0
ISL-11200-600,2020-02-24,12839-56537-TQ,A-D-0.2,6.0
ITA-87418-783,2021-08-26,62741-01322-HU,R-D-2.5,2.0
ITE-28312-615,2021-10-03,43439-94003-DW,E-L-1,6.0
ITR-54735-364,2020-06-13,44932-34838-RM,R-D-0.2,5.0
ITY-92466-909,2021-03-01,91181-19412-RQ,A-M-2.5,3.0
ITZ-21793-986,2019-03-04,37182-54930-XC,E-D-0.2,4.0
IWL-13117-537,2019-10-13,08613-17327-XT,R-D-0.2,3.0
IXU-20263-532,2019-10-13,08613-17327-XT,L-M-2.5,2.0
IXU-67272-326,2019-08-15,70451-38048-AH,E-L-0.5,5.0
IXW-20780-268,2021-11-29,35442-75769-PL,L-L-2.5,2.0
IYO-10245-081,2020-01-19,83737-56117-JE,E-M-2.5,3.0
IZA-61469-812,2021-05-28,07095-81281-NJ,L-D-2.5,4.0
IZU-90429-382,2022-01-15,77043-48851-HG,A-L-1,3.0
JAF-18294-750,2019-12-04,78224-60622-KH,R-D-2.5,6.0
JBE-92943-643,2022-07-01,83105-86631-IU,E-D-2.5,5.0
JBP-78754-392,2019-05-07,99358-65399-TC,E-M-2.5,6.0
JBQ-93412-846,2020-08-23,94525-76037-JP,E-L-2.5,4.0
JBW-95055-851,2020-06-02,43439-94003-DW,A-M-1,5.0
JDS-33440-914,2020-01-30,82718-93677-XO,R-M-1,3.0
JEG-93140-224,2020-02-15,44708-78241-DF,E-M-0.5,5.0
JEH-37276-048,2021-06-11,23039-93032-FN,A-L-0.5,3.0
JGZ-16947-591,2022-03-11,35256-12529-FT,L-L-0.2,6.0
JHW-74554-805,2021-09-09,86100-33488-WP,R-M-1,6.0
JIG-27636-870,2019-05-14,64435-53100-WM,R-L-1,4.0
JJX-83339-346,2019-04-08,44699-43836-UH,R-L-0.2,1.0
JKA-27899-806,2020-08-15,29588-35679-RG,R-L-1,5.0
JKC-64636-831,2020-08-15,29588-35679-RG,A-M-2.5,2.0
JLJ-81802-619,2022-05-05,64815-54078-HH,A-L-1,6.0
JLN-14700-924,2021-03-27,59572-41990-XY,L-L-0.2,5.0
JMS-48374-462,2019-04-27,32481-61533-ZJ,A-D-2.5,2.0
JNA-21450-177,2021-09-25,31587-92570-HL,A-D-1,3.0
JOM-80930-071,2020-02-13,93832-04799-ID,L-D-1,6.0
JPB-45297-000,2021-07-16,59367-30821-ZQ,R-L-0.2,4.0
JQK-64922-985,2022-05-11,83947-45528-ET,R-M-2.5,3.0
JQT-14347-517,2019-02-04,60799-92593-CX,R-D-1,1.0
JSN-73975-443,2019-02-05,61600-55136-UM,L-M-0.5,1.0
JSU-23781-256,2022-05-24,59771-90302-OF,L-D-0.2,1.0
JSU-23781-256,2020-10-04,16880-78077-FB,R-M-1,4.0
JTU-55897-581,2022-06-30,74415-50873-FC,R-M-0.2,5.0
JUA-13580-095,2020-10-21,31798-95707-NR,R-L-0.2,4.0
JUO-34131-517,2020-10-16,59122-08794-WT,L-D-1,6.0
JVF-91003-729,2020-09-23,37238-52421-JJ,A-D-2.5,3.0
JVW-22582-137,2019-03-08,48854-01899-FN,E-M-0.2,5.0
JXP-28398-485,2021-06-30,80896-38819-DW,A-D-2.5,5.0
